author_name,review_title,review_text,author_rating,visit_date,overall_rating
gaziedecker,Quite classy 👍🏿,"I came here for my birthday breakfast with my partner and it was amazing. 

The restaurant ambiance is amazing, very classy. The service is outstanding, western level.

My partner ordered a full breakfast which was huge and worth the money. He loved every bit of...it. I ordered a breakfast bowl which was so good....I even ordered one to go and take home it was so tasty! I also had a lovely homemade ice tea with my breakfast.

Honestly one of the best places I've been to in Lagos. A little prices but worth it for the service and the quality of food. While be coming back here more.More",40,March 2019,4.5
135elisen,Service and food is unmatched in Lagos- the best!,"Ordered take out from this restaurant, and we were really impressed by the high quality of the food. At first, we weren't clear if it was a Mediterranean restaurant or not, but my friend let me know that the chef is from Lebanon but lived...in Senegal, and that made a lot of sense. I ordered the Yassa (a chicken dish from Senegal) and it was simply incredible. Such great flavours! My friend got the beef shwarma, which was deconstructed and each part was very good. We also loved the fattoush (salad). The prices were not cheap, but for the quality they were very reasonable. I would love to go back here!More",50,March 2019,4.5
Meenahj10,Paris in Lagos,We went there for a business lunch and didn’t regret it. The service was excellent and the food was very good. Located in a small mall in a unassuming neighborhood this place stands out with it’s offering. The drinks were innovative and great tasting.,50,December 2018,4.5
Brad A,Excellent Quality and Service,"Great ambience, great food & quite classy. The sweet potato fries are the best I've had in Lagos to date.",50,February 2019,4.5
Ade703,Pleasant surprise,We felt like we were back in the West with astoundingly fast service and amazing food. A little unexpected for the location but what a charm!,50,February 2018,4.5
temitope J,My review,"Went with my family for our usual Sunday brunch. The ambiance was lovely, however, we have a boisterous toddler who needs the toddler seats. We didn't bring our stroller as we found that a number of good restaurants have them now. Long and short, they...More",45,August 2018,4.5
Kevin L,Always consistent and never disappoints,"I've been to Craft numerous times and the quality of food, service, restaurant as a whole remains top notch. It's not often you find restaurants, especially in Nigeria that are consistent with their service and the quality of food. The menu has a lot of...More",45,May 2018,4.5
728andreasz,Great all round,"For a great meal all round Craft Gourmet is a must.
The owners have taken great care to ensure that you have a great experience.We have been in Lagos for about one and a half years and this is by far the best restaurant for...More",45,April 2018,4.5
Ayomide S,Spectacular Space and great hand crafted food,Craft Gourment is easily my favorite dining experience in Lagos. The location is unexpected until you walk in and you realize its beautiful. And the dining experience and the actual food is great too. I also highly recommend the signature juice (I don't recall the...More,45,December 2017,4.5
Oyindamola F,Best for Brunch,"This is where we brunch as a family, we cant seem to get enough of the place! I also threw my cousins baby shower there last year and  couldn’t have asked for more.",30,March 2018,4.5
D_bossladyy,Always feels like food heaven!,"I've had brunch here a few times while on the island visiting family and friends, and it always feels like food heaven! The food was flavourful, cocktails were fantastic, ambience, the service is excellent. This place is perfect for groups or a casual date night....More",50,December 2017,4.5
sindara,Lovely,I really enjoyed my experience from the ambience to the service and the food. The food was presented really well and the servers were attentive and helpful. I'm not generally a fan of chicken but this chicken was the right amount of crunchy without being...More,40,March 2018,4.5
Dazzagordi,It's the Tasha's of Lagos,"We only got take aways from Craft and I loved them. We were in Lagos on a film shoot and we got Craft take aways as meals for 3 days. I had the chicken pesto pasta, which I loved! I then had the schwarma, which...More",50,February 2018,4.5
TheDealBeans,"Great food, nice atmosphere.",Thank you for this review. We are always here to serve you.,50,January 2018,4.5
Aaron B,Sunday Brunch,"I had dinner here with some work colleagues while spending a week in Lagos. Set in the Mega Plaza shopping mall Craft Gourmet is a very nice restaurant. Well decorated and comfortable surroundings, the staff were friendly and helpful, a couple of times management came...More",50,January 2018,4.5
ZeeGoes,"Great space, terrible food",Great meal and good atmosphere. Salad and momosa were delicious and service very friendly. Was a small mistake in our order but waiter and owner corrected it quickly and with out hassles. Will definitely be back on a regular schedule. Good place!,40,November 2017,4.5
4Abade,Lovely spot with great Ambience and aspiration,Visited a couple of times and tried a good number of food on the menu with friends and none of the dishes ordered tasted good. Ended up packing most of the food up and giving to people that didn’t care about good tasting food. Waste...More,40,December 2017,4.5
MohamadJr,Elegant,"Had dinner at the restaurant . The food was ok . But the steal for this establishment is the well trained waiters . Keep up the good service. 

I was not too excited about the cheese cake it said baked but tasted more like a...More",40,October 2017,4.5
Ifeoluwa F,Lovely and versatile restaurant,Went there for breakfast. The egg omlet with cheese and mideterian crosant was very tasty. I enjoyed the english tea they served.,50,April 2017,4.5
TimmoW16,Great food in a quaint and relaxing environment,"The food was good. I had a chicken caesar salad though I don't think its called chicken caesar on the menu. I was very pleased with it. My daughter had the fatoush, she loved it. Another daughter had a pasta dish and the baby had...More",20,July 2017,4.5
titilolasijuwola,A little error can ruin a lot of hardwork,"I have to confess that I'm quite fussy about what and how I eat so this may be more personal.
I ate at Craft Gourmet three times and below is my experience:
1st time, the steamed fish and veggies were very lovely, no issue.
2nd...More",45,May 2017,4.5
Robertsnov,Business Lunch,"So first time of eating here, and was really unsure what to expect, especially when i was told its in the shopping mall, but nothing ventured nothing gained, as they say. The place was wonderful !!!! the decor, the seating arrangements, staff were well dressed...More",45,October 2017,4.5
Laulo F,"Good food, no gimmicks!","The food at Craft Gourmet is really good. Very tasty, fresh, and no gimmicks: what you read on the menu is what you get. My faves are the salads. I love salads and in Lagos it's a little difficult to find authentic salads (authentic to...More",45,September 2017,4.5
Kryssie10,Would Recommend But...,"Craft Gourmet is just beautiful. Large open windows that stream in light. And for nights, the warm lighting of the restaurant is just satisfying. Lovely modern decor and CLEAN! (That's important to point out). 

Beside the comforting eating environment, however, the food is quite good....More",45,September 2017,4.5
MrsHotNaijaGirl,Authentic Italian Pasta Dishes,"You said that in Nigeria restaurants abhor taking back a meal you ""don't like"".You came and the restaurant was full. You had to wait to be seated. While waiting, you said something like ""what if I don't like what I'll take"". You were worried about...More",30,September 2017,4.5
Suzy x,Always money well spent,"I had dinner with a friend at Craft Gourmet and the service, ambience, and food authenticity was great.  The Alcoholic Chapman was great too. Would definitely go back again.",50,May 2017,4.5
boukev2014,"Dinner with 4, Craft you are slipping?",Probably one of the best restaurants in Lagos based on my experiences there so far and I have been a number of times. Never failed to exceed my expectations given what is available in Lagos. Food tastes great and is well presented and served in...More,40,August 2017,4.5
jaysonv231,Lunch stop,"Craft is one of my favorites in Lagos. Conveniently located at Mega Plaza Mall on VI.
Unfortunately last week it was a bit disappointing, and it felt like the team has gotten a bit complacent over time. Service took quite a while (and it was...More",40,August 2017,4.5
aboutsomethingelse,Visited twice in one week!,"We are so sorry to read that your experience was disappointing. We had a meeting concerning your review and we all apologize for that. Don't worry Sir, this was just a one time off as you said. We hope to see you soon!",50,July 2017,4.5
RSH611,Excellent!!,"Impulsively stopped by Craft Gourmet for a lunch with 2 colleagues who had never been before. The cafe is so tastefully decorated, open and inviting. The waitrons service and attentiveness is really superb. We ordered a grilled beef sandwich, spicy sausage wrap and a grilled...More",50,May 2017,4.5
robertgB5456BA,An Oasis of fine food and ambience in Lagos,Joined my husband for a quick lunch at Craft Gourmet this past week. I enjoyed it so much I went back for lunch on my own two days later. What I like most is the cool and calm atmosphere inside. It's definitely an oasis of...More,30,May 2017,4.5
Olubilly,Lovely!,"Such an amazing experience! What a lovely fresh juices and great food. The place is perfect to go with family to enjoy great drinks and food. The staff is very attentive, polite and always ready to help.
We visited late noon, we will visit again...More",50,April 2017,4.5
AwayfromPost,Amazing find,"This was a brief stop for lunch, my wife wanted to show me the Craft Gourmet Cafe. The place is superbly laid out without the tables and chairs overcrowding the room. It is clean, bright and the staff are wearing neatly presented uniform.
The time...More",50,April 2017,4.5
Hardegun,Nice hidden gem in Mega Plaza,Thank you. We will continue to ensure that you get more of this experience on your subsequent visits.,50,April 2017,4.5
262Blondy,Exellent,"Ordered for a take-away....The take-away packaging was quite unique....Great customer service....The staff were quite cordial and friendly....They really helped me in making my choice.
Overall....great experience!",40,March 2017,4.5
Mexgir,Delicious Dulce de Leche Dessert,"Lovely place, nice atmosphere, clean, modern and cozy. Try the dulce de leche dessert, it has the perfect sweet balance.",45,March 2017,4.5
Ayo O,Right Atmosphere,First impressions matter- on my first visit  I was welcomed personally by the owner who runs the place with his wife. The fragrance in the atmosphere and attention to detail in dining set up was impressive.  I decided to follow up with a second visit....More,45,March 2017,4.5
SamKing M,Home away from home,"This place is on the third floor in mega Plaza in Victoria Island. 

We were warmly welcome by the owner and his staff and immediately seated at the table. 

Whilst the menu is quite limited, the food is just fantastic. To add to this the...More",45,October 2016,4.5
Amethyst234,Needed in Lagos,This is a lovely restaurant in a delightful setting. The food is always fresh - try the spicy hummus with crostinis and the amazing pulled lamb burger. Service is swift (for such good food). This is a particular point to note because on New Year's...More,45,December 2016,4.5
Bruce P,A touch of class,I enjoyed eating here. Their food is delicious and fresh and the staff and owners are friendly and attentive. The food was scrumptious. I will definitely be back.,50,December 2016,4.5
iyoboi,Lovely restaurant with a simple menu,"Went here for my birthday dinner with my husband to try something new. It was actually very nice. When I walked in, I felt like I was in a bistro in Paris. It was lovely. For starters we had the spicy hummus. I liked it...More",40,November 2016,4.5
TukeMorgan,Great Ambiance,"I had lunch with a friend there and absolutely loved the ambiance, decor and open floor plan. I wasn't blown away by my meal but plan to go there again for the chicken and waffles which so many people have told me about. I shared...More",50,August 2016,4.5
FatimahAK,The pulled lamb burger!,Absolutely love the ambience. The pulled lamb burger was great. The portions were generous. I also has chicken and waffles to go. Lovely. Bottled water is 1k though so might as well get a proper drink.,50,October 2016,4.5
Eleanor O,My favourite place in Lagos,"The food here is out of this world - I just keep going back for more.  I recently started eating a vegan diet and can still enjoy the most delicious meals here.  Today I had quinoa salad with avocado, fresh parsley, tomatoes and lots more,...More",40,November 2016,4.5
veenakrishnamoorthy,Awesome!! Must visit,The food is excellent and so is the ambience.  I was little doubtful when I went in through Mega Plaza and was convinced that the restaurant would be horrible. You step into the restaurant and you are transported to another world.  The wood (tile not...More,40,October 2016,4.5
Chris C,Awesome!,"Great place, great food, great owners!
Brunch are just amazing. Please try the pasta pesto chicken...
The place to go in Lagos!",40,October 2016,4.5
Evetstravelfun,A refreshing atmosphere,"Kudos to Lou for making such a friendly and refreshing ambience to have a ""homemade"" gourmet lunch. Inviting! Food is good and fresh too. Lou is open to new recipes and made an effort to make our acquaintance. Personable place you feel like friends. Looking...More",50,October 2016,4.5
bilqeeso,Amazing... Awesome..,"Word cannot express the feeling and the experience.

We had a friend's bridal shower there and the Chef was very polite. The place is very clean and the Food I ate was awesome.

I had Chicken Pesto Pasta 

I would recommend the restaurant and the...More",50,September 2016,4.5
Richard C,"Refined, Delicious & Affordable","The restaurant/coffee-shop is located at the 3rd floor of the MegaPlaza (century 21st) in Victoria Island.
The decoration, the atmosphere, all the details in this address are simply well studied.
The food (you can check my pictures) is just perfect. A Mediterranean menu with a...More",50,October 2016,4.5
O L,"Great food, kind staff, nice atmosphere","A very surprising place at the heart of Lagos.
Atmosphere is great, nice decoration.
Food is very good, one can feel the freshness and high quality of the ingredients.
I will definitely get back to try some more dishes from the rich menu.",50,October 2016,4.5
ayoadeb2016,"Lovely atmosphere, Great Pancakes","I came here for lunch on my birthday and I was very impressed. It's nice for little intimate lunches, and it's a nice airy space that's well designed. I had pancakes, the service was fact and they brought an extra chair for us to put...More",45,August 2016,4.5
soso m,The best restaurant in Lagos !,"I visited Lagos in March , It was my best restaurant experience ! Friendly atmosphere, the waiters were Professional , everything was perfect !! I highly recommend the pulled lamb burger, the pancakes, and the last and not the least the amazing cheese cake !",45,March 2016,4.5
Keresa,The Best!!!!,"Dear travelers, expats locals, just everybody. Ladies, gents, mobsters , tough guys, kids and families!!! :) This is the place where u can feel happy, and guess that you are valuable for this beautiful family. 
Everything what I have tasted so far is just delicious!!!...More",45,September 2016,4.5
bertille g,A magic bubble in the heart of busy Lagos,"What's not to like about that place? The place is beautifully and tastefully decorated and the owners are lovely, welcoming and detail-oriented, making you feel at home from the very first time you step inside the restaurant. 

I have been there many times, either alone...More",45,June 2016,4.5
Kovilan_Naidoo,Omg Lou delivered some heavenly food!,"Fine dining at its best, this is now my favorite place in Lagos.

Fresh great tasting food, friendly and efficient staff and super menu options. 

Craft is only open for breakfast, brunch and late afternoon meals, Lou mentioned that they will be opening for dinner...More",50,August 2016,4.5
utahboy78,Best brunch in Lagos!,"Seriously, a stunning and fulfilling brunch spread. This coming from a Houstonian, where brunch is practically a religion. Amazing chicken and waffles!",50,August 2016,4.5
Jacob B,Amazing Breakfast in Lagos,"I've been to Craft Gourmet maybe six times now and each experience has been amazing. This restaurant serves excellent an all-day brunch menu, offering the best pancakes in Lagos. They also have incredible jugs (literally a jug) of smoothies,  awesome pastries, and awesome service. The...More",50,August 2016,4.5
Smartlight9,Maybe the Best Restaurant in Lagos.,But absolutely the best service in Lagos. The food is fabulous (French with West African flavors.) and the wait staff is by far the best trained in Lagos. My healthy Breakfast Bowl was a work of art (See attached photo.). Hidden on the 3rd floor...More,50,July 2016,4.5
simomel77,By far the best cuisine in Lagos,"If you are looking for food made from the heart and a rich menu, you will be knocking at the right door at Craft Gourmet, the French-Lebanese chef and her husband are very welcoming with so much attention to presentation and quality the dining set...More",50,June 2016,4.5
LindaHartley,Saturday Brunch,Stumbled across this gorgeous little cafe when wandering through mega plaza. Staff were lovely. Place was wonderful and perfect for expats to enjoy brunch or a coffee. They have a wonderful menu and also extensive drinks choices such as an iced chai late served in...More,50,June 2016,4.5
utahboy78,Best Shawarma,"Craft Gourmet is a great place to relax and enjoy a great meal, including service, in Lagos. A very modern, pleasant interior on the third floor of Mega Plaza, has plenty of seating and a nice view. 

The shawarma, Lou's Mother's secret recipe, is by...More",50,May 2016,4.5
lollylagos,Cosy place with delicious meal...,I have only been once but will definitely go back to try the lamb. I had the Senegalese chicken and it was yummy. Atmosphere is superb...food portion was huge.,50,May 2016,4.5
Natalie K,Recommended,The coziness of the place is perhaps the main charm of this restaurant. The burgers are mouthwatering and Mama's cake is a must have!,50,March 2016,4.5
nabihc,Here's why I'm a regular,"Inspiring, delicious dishes with inventive flair leave diners in awe at this small informal restaurant. The wait time to get served on a Saturday irks some, but with such thoughtful service and the constant presence of the owners who personally attend to every order, as...More",50,April 2016,4.5
